Date,Communcication_Services,Consumer_Discretionary,Consumer_Staples,Energy,Financials,Health_Care,Information_Technology,Materials,Real_Estate,Utilities
2009-01-02,114.93,177.33,177.33,403.12,171.36,316.22,241.74,142.94,76.03,151.29
2009-01-05,110.44,177.37,177.37,408.61,167.15,313.3,241.94,142.93,74.25,152.38
2009-01-06,109.96,180.56,180.56,410.65,170.39,308.76,249.27,145.61,78.55,151.16
2009-01-07,107.27,174.21,174.21,394.86,161.64,305.79,240.1,143.24,75.13,148.64
2009-01-08,108.33,174.78,174.78,399.44,161.31,307.48,242.18,144.43,74.48,149.2
2009-01-09,106.59,169.84,169.84,387.24,155.79,304.71,236.13,141.23,70.58,147.77
2009-01-12,104.09,165.58,165.58,375.35,146.9,300.88,232.79,136.18,66.03,147.99
2009-01-13,104.01,163.43,163.43,383.42,148.88,303.35,232.3,136.27,68.02,145.01
2009-01-14,101.23,157.32,157.32,366.96,140.4,298.75,224.12,130.93,64.5,143.12
2009-01-15,100.15,160.54,160.54,370.98,133.28,300.88,226.27,134.67,66.69,144.02
2009-01-16,100.54,162.8,162.8,375.24,130.1,303.96,228.61,136.51,69.35,146.98
2009-01-20,99.49,152.54,152.54,358.19,108.33,296.21,216.38,128.88,60.88,144.16
2009-01-21,102.89,157.67,157.67,379.13,124.16,302.83,228.15,133.41,67.7,146.13
2009-01-22,101.76,155.65,155.65,370.22,116.9,303.57,222.84,131.45,63.51,146.03
2009-01-23,103.69,154.79,154.79,378.38,120.91,303.85,226.46,133.6,65.28,146.44
2009-01-26,105.99,156.07,156.07,384.02,118.41,303.13,228.78,131.65,64.61,149.89
2009-01-27,102.85,155.96,155.96,384.82,122.84,309.06,231.44,132.49,65.41,150.41
2009-01-28,104.23,162.46,162.46,393.63,138.77,312.9,239.11,136.39,71.43,151.47
2009-01-29,100.31,155.96,155.96,378.85,127.12,309.09,231.36,132.49,65.49,150.29
2009-01-30,99.35,151.38,151.38,374.14,123.98,305.41,224.68,127.63,63.22,146.71
2009-02-02,101.36,150.69,150.69,370.61,124.21,308.3,228.01,125.68,63.86,147.46
2009-02-03,103.18,155.0,155.0,377.54,121.08,315.82,232.16,128.21,63.31,148.76
2009-02-04,100.24,151.09,151.09,378.75,119.88,312.88,233.18,130.16,62.43,149.92
2009-02-05,101.85,154.14,154.14,388.8,121.51,315.75,238.21,133.52,60.7,150.74
2009-02-06,104.7,158.84,158.84,394.58,131.39,318.65,246.36,137.22,65.24,152.21
2009-02-09,103.93,158.16,158.16,395.06,133.13,317.73,247.1,136.69,66.0,150.68
2009-02-10,98.95,150.7,150.7,376.42,118.64,307.31,236.3,130.58,59.47,146.18
2009-02-11,98.73,151.47,151.47,371.62,124.81,310.86,237.57,130.74,60.92,145.36
2009-02-12,98.51,151.93,151.93,371.87,123.17,313.91,238.96,132.23,59.72,144.02
2009-02-13,98.4,149.64,149.64,371.31,117.98,311.01,238.48,130.23,55.47,143.62
2009-02-17,94.21,143.64,143.64,347.87,106.39,304.72,227.66,124.15,51.4,136.58
2009-02-18,93.23,142.53,142.53,347.24,106.19,304.48,228.61,123.89,52.59,134.82
2009-02-19,94.17,141.57,141.57,347.89,100.67,303.87,221.09,122.83,50.02,135.68
2009-02-20,96.08,140.37,140.37,339.35,99.19,300.49,221.44,123.32,53.41,132.16
2009-02-23,92.82,136.72,136.72,325.59,96.18,292.88,211.61,115.62,49.08,128.92
2009-02-24,95.61,143.28,143.28,340.86,107.57,298.61,218.9,119.77,53.43,133.44
2009-02-25,96.57,141.61,141.61,338.41,107.07,292.66,218.57,117.83,52.18,131.85
2009-02-26,97.33,138.48,138.48,337.67,109.22,277.75,215.73,117.56,49.25,129.62
2009-02-27,96.53,138.22,138.22,327.54,101.15,266.19,215.01,116.34,48.58,127.71
2009-03-02,93.17,132.33,132.33,306.53,94.24,255.09,208.09,108.33,44.74,122.93
2009-03-03,91.8,130.82,130.82,307.32,92.76,254.54,208.63,109.0,45.33,118.53
2009-03-04,94.03,134.5,134.5,320.01,92.06,261.15,214.22,113.18,46.27,120.75
2009-03-05,92.2,128.25,128.25,304.81,82.91,252.84,206.65,108.93,43.13,116.36
2009-03-06,91.44,127.3,127.3,309.35,81.74,255.57,204.71,110.01,42.95,116.7
2009-03-09,88.1,125.72,125.72,310.92,83.77,253.27,199.62,108.82,44.42,113.81
2009-03-10,93.51,134.87,134.87,327.15,96.82,262.89,214.43,116.27,51.27,116.52
2009-03-11,94.19,135.96,135.96,323.29,99.14,257.56,218.96,119.01,49.75,115.89
2009-03-12,97.74,141.53,141.53,332.48,109.07,270.89,224.95,121.97,53.77,117.6
2009-03-13,98.16,142.68,142.68,330.09,109.41,279.87,224.7,122.98,52.15,119.23
2009-03-16,97.91,140.08,140.08,332.76,107.39,276.46,220.84,124.6,47.61,122.29
2009-03-17,101.91,146.35,146.35,344.3,114.45,281.34,229.43,125.06,51.59,124.56
2009-03-18,104.05,151.05,151.05,347.21,126.01,281.36,232.62,128.68,54.22,128.22
2009-03-19,103.25,149.24,149.24,351.94,115.88,274.33,233.62,130.42,51.04,129.78
2009-03-20,101.53,146.04,146.04,339.11,109.74,274.85,229.79,127.93,46.68,128.96
2009-03-23,107.37,156.68,156.68,365.55,129.21,285.51,244.45,135.57,54.91,134.15
2009-03-24,105.3,154.32,154.32,357.64,120.75,280.73,240.27,135.07,50.05,131.14
2009-03-25,104.8,155.95,155.95,359.42,126.27,282.46,240.46,136.55,50.96,130.82
2009-03-26,105.91,162.17,162.17,362.7,127.57,286.28,250.08,141.95,52.32,132.86
2009-03-27,105.3,158.83,158.83,352.98,123.12,283.54,243.26,138.7,49.26,130.85
2009-03-30,102.11,153.53,153.53,341.35,111.52,281.64,236.25,132.67,45.62,128.26
2009-03-31,102.24,154.82,154.82,339.68,119.01,283.04,240.99,133.71,49.58,130.39
2009-04-01,105.73,157.99,157.99,346.4,122.09,282.24,246.46,137.34,48.85,130.69
2009-04-02,108.87,166.26,166.26,358.31,125.65,282.64,254.26,141.56,52.68,132.26
2009-04-03,110.14,168.87,168.87,363.48,130.95,278.12,257.66,143.65,57.71,133.06
2009-04-06,109.91,166.81,166.81,357.4,127.11,279.78,254.94,140.58,57.04,131.5
2009-04-07,105.87,161.64,161.64,347.59,122.99,277.6,248.07,136.26,51.53,130.81
2009-04-08,105.2,166.2,166.2,351.32,124.05,279.89,252.37,138.08,52.78,132.55
2009-04-09,107.63,173.24,173.24,359.2,143.29,281.6,260.53,144.57,60.31,132.52
2009-04-13,106.79,172.48,172.48,354.65,150.18,282.54,259.13,146.02,60.78,130.66
2009-04-14,104.17,168.64,168.64,352.53,138.65,281.8,256.83,142.9,55.25,128.88
2009-04-15,105.36,169.58,169.58,353.5,146.36,283.5,255.16,145.82,60.57,130.81
2009-04-16,106.6,175.4,175.4,354.14,147.28,284.53,263.3,146.73,62.96,131.0
2009-04-17,106.45,177.6,177.6,356.07,149.18,287.26,262.67,147.08,64.09,131.18
2009-04-20,103.41,169.78,169.78,340.49,132.15,281.69,254.39,139.42,56.81,129.4
2009-04-21,104.08,173.71,173.71,347.78,142.97,279.3,259.52,143.21,63.13,130.04
2009-04-22,104.82,175.21,175.21,342.9,137.51,275.55,260.06,144.34,59.85,128.44
2009-04-23,104.47,175.35,175.35,349.13,143.69,276.07,261.2,143.94,63.44,128.89
2009-04-24,103.9,180.03,180.03,358.37,147.21,276.63,267.8,150.29,67.05,128.51
2009-04-27,103.66,176.78,176.78,351.96,142.53,279.15,265.43,147.28,62.21,129.61
2009-04-28,104.9,177.19,177.19,353.8,139.92,279.49,263.91,145.71,63.15,130.09
2009-04-29,104.34,181.18,181.18,363.59,146.58,281.19,269.11,149.4,65.88,131.29
2009-04-30,104.52,183.51,183.51,356.03,145.4,280.53,270.01,153.89,66.82,130.94
2009-05-01,106.0,182.3,182.3,366.87,142.96,280.16,271.57,154.36,63.9,134.42
2009-05-04,108.36,188.47,188.47,377.66,157.44,285.7,276.83,163.04,69.57,136.42
2009-05-05,108.51,188.55,188.55,372.69,155.52,287.98,275.62,162.1,67.01,136.07
2009-05-06,108.96,190.21,190.21,386.14,168.14,286.16,275.68,162.58,69.91,135.64
2009-05-07,105.15,186.79,186.79,382.19,162.34,293.22,266.95,157.27,65.34,136.43
2009-05-08,104.71,188.66,188.66,398.04,175.84,295.74,266.85,161.51,70.37,138.46
2009-05-11,105.02,184.76,184.76,385.47,163.85,292.32,266.95,158.64,66.92,137.58
2009-05-12,106.18,180.62,180.62,389.75,160.86,296.4,265.31,160.02,66.26,138.41
2009-05-13,103.74,174.85,174.85,378.27,152.5,296.07,258.74,152.85,61.87,134.65
2009-05-14,103.95,176.2,176.2,379.42,158.57,296.38,262.39,154.74,64.31,134.14
2009-05-15,102.79,174.99,174.99,370.96,154.6,292.87,262.15,153.86,61.58,130.93
2009-05-18,103.12,182.46,182.46,382.42,165.72,296.17,269.17,159.36,67.35,130.93
2009-05-19,103.31,182.22,182.22,383.76,161.39,294.42,270.76,160.9,65.69,133.19
2009-05-20,102.38,180.49,180.49,383.8,157.46,295.44,268.79,161.7,64.76,131.06
2009-05-21,100.0,176.29,176.29,372.87,157.81,291.64,264.36,157.61,64.78,129.55
2009-05-22,99.48,176.88,176.88,373.69,155.9,291.44,263.15,157.84,63.42,130.43
2009-05-26,102.67,183.57,183.57,381.57,162.35,295.85,271.72,160.39,67.49,134.03
2009-05-27,100.81,179.4,179.4,376.47,156.1,292.7,269.88,155.45,64.87,131.37
2009-05-28,102.65,179.07,179.07,387.77,161.67,294.29,273.41,157.75,66.76,133.98
2009-05-29,103.14,181.57,181.57,392.21,164.44,298.86,276.49,162.43,68.66,135.0
2009-06-01,102.77,189.95,189.95,407.52,165.31,300.19,285.64,167.33,71.48,139.5
2009-06-02,103.73,191.68,191.68,407.69,163.32,303.44,284.27,169.55,69.57,137.91
2009-06-03,102.4,189.78,189.78,394.07,160.88,302.1,282.98,163.56,69.63,135.46
2009-06-04,102.32,189.27,189.27,401.98,167.26,298.36,287.18,167.18,71.96,136.6
2009-06-05,102.35,188.8,188.8,399.3,164.84,297.63,288.39,165.28,70.42,136.77
2009-06-08,101.64,189.57,189.57,399.3,166.63,294.56,287.55,163.7,70.6,135.75
2009-06-09,101.59,191.05,191.05,402.69,167.52,293.82,290.19,167.48,70.52,135.1
2009-06-10,101.75,189.06,189.06,405.58,164.92,292.75,290.16,167.62,69.16,137.25
2009-06-11,103.46,187.24,187.24,412.75,166.39,295.52,291.18,169.79,67.74,140.0
2009-06-12,104.37,187.55,187.55,408.76,167.54,297.0,290.64,167.67,70.1,141.96
2009-06-15,103.1,183.48,183.48,399.34,162.61,288.59,285.98,161.79,66.18,138.93
2009-06-16,102.04,179.17,179.17,391.47,159.95,289.17,283.05,157.93,65.41,138.43
2009-06-17,101.76,180.9,180.9,386.01,155.84,295.09,284.86,155.96,63.62,138.25
2009-06-18,102.18,180.41,180.41,385.37,159.71,301.68,283.56,157.17,64.25,141.39
2009-06-19,101.1,182.02,182.02,382.06,162.42,303.25,286.95,156.94,64.89,139.7
2009-06-22,101.59,177.11,177.11,364.46,152.4,297.24,278.98,148.65,60.96,139.7
2009-06-23,103.27,175.78,175.78,367.22,155.01,297.16,278.57,151.19,62.04,138.33
2009-06-24,103.64,176.74,176.74,367.32,156.73,298.92,282.38,152.4,63.25,139.38
2009-06-25,104.72,181.9,181.9,375.49,159.38,307.05,287.75,155.57,64.25,141.78
2009-06-26,104.79,181.11,181.11,371.78,160.35,307.26,287.51,155.41,64.67,141.1
2009-06-29,106.05,182.93,182.93,376.73,162.58,308.68,289.45,156.51,64.69,142.88
2009-06-30,104.18,182.15,182.15,373.84,160.76,306.45,287.63,154.48,65.08,141.9
2009-07-01,104.48,182.83,182.83,374.67,159.96,306.43,289.33,154.77,65.49,143.77
2009-07-02,102.21,176.08,176.08,361.26,153.55,299.3,282.5,150.29,61.57,139.07
2009-07-06,102.89,176.35,176.35,357.08,154.77,301.56,281.48,149.31,63.84,140.45
2009-07-07,100.89,171.91,171.91,348.31,151.8,300.8,274.42,145.57,61.01,137.42
2009-07-08,97.91,173.15,173.15,347.88,149.24,303.07,274.84,145.12,60.34,136.94
2009-07-09,97.94,174.29,174.29,351.63,151.26,299.99,276.43,146.53,59.46,137.46
2009-07-10,97.8,173.75,173.75,347.64,149.33,298.5,277.48,145.92,59.41,136.94
2009-07-13,99.12,177.06,177.06,353.23,159.06,303.15,283.36,149.89,62.07,139.15
2009-07-14,98.44,179.75,179.75,357.59,158.56,304.24,284.06,150.97,62.68,140.16
2009-07-15,100.45,184.71,184.71,370.06,165.07,306.73,296.07,157.06,64.91,142.97
2009-07-16,100.12,186.92,186.92,373.69,164.67,309.19,300.98,159.08,65.37,143.25
2009-07-17,100.7,187.12,187.12,375.08,163.39,307.78,304.02,159.75,63.63,142.18
2009-07-20,102.09,191.47,191.47,381.22,164.73,309.17,306.97,163.21,66.38,143.45
2009-07-21,102.98,190.73,190.73,385.34,163.42,313.73,308.56,165.35,66.02,145.03
2009-07-22,103.36,192.55,192.55,381.39,163.18,311.76,310.05,165.98,66.11,144.21
2009-07-23,106.13,197.12,197.12,392.44,168.02,318.96,316.0,171.54,68.99,147.92
2009-07-24,106.12,196.78,196.78,396.19,167.45,323.94,313.92,172.7,69.32,150.1
2009-07-27,106.32,197.23,197.23,397.45,169.94,324.05,313.13,173.34,70.67,149.83
2009-07-28,106.42,197.28,197.28,391.31,169.31,324.76,314.1,171.88,70.03,147.31
2009-07-29,107.29,195.64,195.64,383.22,168.88,325.65,313.08,168.34,69.13,146.82
2009-07-30,108.6,198.93,198.93,387.36,173.36,326.11,314.57,173.43,72.01,148.7
2009-07-31,107.93,199.22,199.22,389.92,174.88,324.11,313.92,175.04,71.92,147.13
2009-08-03,108.23,203.1,203.1,398.78,179.55,325.83,318.46,181.12,73.24,148.23
2009-08-04,108.05,203.62,203.62,397.94,183.26,325.78,318.18,180.92,76.96,146.48
2009-08-05,106.08,202.42,202.42,393.8,189.37,321.72,315.4,182.28,79.93,145.12
2009-08-06,104.86,202.19,202.19,390.8,188.06,318.5,313.16,181.21,78.97,145.38
2009-08-07,104.97,208.89,208.89,390.51,193.14,321.15,316.13,182.07,83.44,146.58
2009-08-10,104.69,206.44,206.44,391.49,191.88,323.56,314.34,179.1,81.32,146.87
2009-08-11,103.55,204.31,204.31,384.94,185.1,322.63,311.16,178.71,78.98,146.54
2009-08-12,105.01,206.28,206.28,389.84,188.83,323.68,316.34,180.1,79.53,147.24
2009-08-13,104.77,206.68,206.68,392.69,192.53,323.87,319.16,183.91,79.55,147.01
2009-08-14,104.45,203.48,203.48,387.28,191.58,323.01,316.23,178.97,78.8,146.97
2009-08-17,102.37,197.04,197.04,375.29,183.42,322.92,307.86,172.3,73.99,145.0
2009-08-18,102.72,199.73,199.73,378.62,186.95,322.61,312.35,174.83,75.33,145.21
2009-08-19,103.3,201.63,201.63,385.82,186.85,326.57,313.63,176.68,74.68,146.17
2009-08-20,104.2,203.21,203.21,389.24,191.7,328.56,316.92,177.35,77.71,147.13
2009-08-21,106.08,207.34,207.34,399.68,195.8,332.33,321.76,181.93,79.41,150.02
2009-08-24,106.28,205.39,205.39,404.91,194.0,333.57,321.51,180.41,78.63,150.28
2009-08-25,106.37,207.88,207.88,399.42,196.17,334.75,321.85,179.75,79.56,149.56
2009-08-26,107.18,208.81,208.81,401.55,195.93,333.91,322.03,178.89,79.91,149.33
2009-08-27,106.52,209.5,209.5,400.05,197.83,334.62,323.19,179.95,80.66,148.94
2009-08-28,105.96,209.28,209.28,398.61,198.13,331.56,324.21,181.06,81.07,148.92
2009-08-31,105.32,205.86,205.86,391.31,197.37,330.78,321.3,178.47,79.91,147.38
2009-09-01,102.8,201.76,201.76,385.13,186.98,326.49,315.11,173.73,75.36,146.32
2009-09-02,102.52,200.69,200.69,383.23,185.16,326.15,314.98,174.68,74.32,145.07
2009-09-03,102.33,203.32,203.32,384.81,189.4,325.95,316.58,177.52,75.68,145.54
2009-09-04,103.93,206.29,206.29,390.64,190.97,330.07,321.91,180.02,76.7,146.03
2009-09-08,104.82,208.38,208.38,400.71,192.16,328.89,324.29,182.71,79.52,146.19
2009-09-09,105.19,210.69,210.69,401.19,194.92,332.08,326.83,183.69,81.2,146.03
2009-09-10,107.43,213.68,213.68,407.19,196.71,334.26,331.21,184.87,82.3,146.09
2009-09-11,107.73,212.71,212.71,407.32,195.1,334.07,330.73,184.56,82.14,145.57
2009-09-14,107.47,213.65,213.65,409.52,197.93,335.99,330.94,187.39,84.62,147.82
2009-09-15,107.84,214.53,214.53,412.43,198.11,333.3,332.87,191.7,86.21,148.94
2009-09-16,107.01,218.64,218.64,421.72,204.83,335.32,336.13,194.33,89.95,151.19
2009-09-17,105.6,217.81,217.81,419.09,204.07,335.33,335.41,193.41,89.41,150.33
2009-09-18,107.79,219.47,219.47,418.9,203.94,334.92,335.87,193.2,89.92,150.85
2009-09-21,107.16,218.27,218.27,415.11,202.08,337.09,336.0,191.52,88.04,150.21
2009-09-22,106.43,218.88,218.88,420.86,206.62,336.0,337.23,193.73,91.0,149.9
2009-09-23,108.18,215.96,215.96,412.84,202.32,332.36,336.09,189.96,87.51,149.32
2009-09-24,108.02,213.99,213.99,407.32,198.73,331.29,333.94,186.17,84.34,149.14
2009-09-25,107.6,212.13,212.13,406.91,196.53,330.89,331.61,184.02,84.41,148.63
2009-09-28,109.19,216.38,216.38,413.82,203.28,335.65,337.36,187.77,88.33,149.96
2009-09-29,108.63,217.42,217.42,411.47,202.2,335.3,335.02,187.86,86.41,150.22
2009-09-30,108.29,216.48,216.48,409.31,201.18,333.76,335.65,186.92,85.72,148.93
2009-10-01,106.58,211.5,211.5,397.97,192.38,328.24,326.02,179.73,81.62,146.28
2009-10-02,106.26,208.77,208.77,395.32,192.23,327.4,324.92,178.67,80.78,144.99
2009-10-05,107.12,212.42,212.42,404.04,198.57,329.09,327.61,182.32,83.05,146.77
2009-10-06,108.36,215.59,215.59,412.65,201.02,331.65,333.84,185.83,83.11,147.8
2009-10-07,105.23,215.77,215.77,415.21,203.03,332.46,335.4,186.25,83.09,147.53
2009-10-08,104.36,219.08,219.08,424.61,203.45,332.28,336.72,189.99,84.71,147.83
2009-10-09,103.58,219.11,219.11,425.14,205.1,335.59,340.49,190.45,85.63,148.77
2009-10-12,103.48,219.27,219.27,430.39,206.96,337.06,341.43,190.92,85.62,149.52
2009-10-13,103.91,220.23,220.23,430.5,204.67,333.68,341.46,191.87,84.44,148.66
2009-10-14,103.9,223.62,223.62,438.34,211.69,338.51,346.44,195.74,88.0,149.19
2009-10-15,104.57,223.89,223.89,446.93,210.29,340.66,346.37,196.56,87.42,150.5
2009-10-16,103.66,222.64,222.64,446.72,204.75,339.34,342.93,193.84,84.8,150.88
2009-10-19,104.5,225.71,225.71,452.23,205.69,342.73,346.31,196.5,86.74,153.13
2009-10-20,103.96,223.26,223.26,448.37,204.3,339.3,346.32,194.32,85.21,151.36
2009-10-21,103.92,220.03,220.03,447.34,200.41,334.75,345.59,191.73,84.28,151.63
2009-10-22,104.48,223.7,223.7,450.75,206.26,337.3,347.59,194.41,86.71,152.08
2009-10-23,103.12,222.07,222.07,441.69,203.05,333.71,346.51,190.43,85.53,149.56
2009-10-26,101.77,220.89,220.89,435.23,197.95,330.09,345.39,185.77,85.25,147.61
2009-10-27,102.82,217.21,217.21,439.85,196.58,331.95,342.19,184.12,83.89,147.12
2009-10-28,104.63,211.21,211.21,427.15,190.23,327.79,336.02,178.3,80.1,145.6
2009-10-29,105.21,216.96,216.96,437.49,198.47,330.98,342.62,183.98,84.21,146.97
2009-10-30,103.04,211.1,211.1,422.22,189.03,326.06,334.37,176.96,82.61,144.15
2009-11-02,102.65,213.01,213.01,424.18,190.61,327.87,335.75,178.76,83.2,143.75
2009-11-03,102.1,213.58,213.58,428.84,191.43,327.63,334.77,180.97,84.28,143.44
2009-11-04,102.53,213.3,213.3,428.29,188.54,331.72,337.01,180.84,82.17,144.42
2009-11-05,103.76,218.79,218.79,435.18,193.32,337.04,344.36,185.21,83.78,146.85
2009-11-06,104.08,221.02,221.02,434.26,192.45,338.4,344.73,185.78,82.2,146.48
2009-11-09,106.42,225.88,225.88,440.95,199.43,344.23,352.27,191.78,86.43,149.01
2009-11-10,106.4,226.02,226.02,441.12,198.54,345.91,352.22,192.07,85.93,149.49
2009-11-11,106.63,227.1,227.1,441.36,201.31,346.48,354.31,193.83,87.72,149.12
2009-11-12,105.79,224.8,224.8,432.36,197.6,344.62,352.76,192.61,86.53,147.12
2009-11-13,105.82,228.29,228.29,435.31,197.05,345.18,355.9,193.66,87.79,148.3
2009-11-16,106.67,232.06,232.06,445.97,199.48,350.07,359.52,198.05,89.9,150.21
2009-11-17,107.31,230.42,230.42,445.81,199.62,350.36,361.16,199.91,88.45,149.66
2009-11-18,107.56,229.63,229.63,444.59,201.4,351.65,359.31,199.7,90.33,148.99
2009-11-19,106.8,226.94,226.94,435.4,197.33,349.79,353.56,196.67,88.11,147.15
2009-11-20,106.62,225.68,225.68,431.55,196.2,351.73,351.28,196.44,87.58,147.5
2009-11-23,109.43,227.68,227.68,438.4,199.08,355.42,356.88,198.29,88.73,149.53
2009-11-24,110.51,227.27,227.27,440.27,197.58,358.22,355.21,197.73,87.3,150.04
2009-11-25,110.96,229.52,229.52,444.57,197.17,360.14,355.84,200.63,87.77,151.4
2009-11-27,110.13,226.11,226.11,433.84,191.76,356.41,350.11,195.72,85.0,148.95
2009-11-30,109.62,225.31,225.31,434.25,197.02,355.43,351.1,197.04,88.79,150.16
2009-12-01,111.45,228.31,228.31,440.51,197.21,359.9,355.82,200.21,89.86,152.86
2009-12-02,112.28,228.96,228.96,437.18,196.98,360.99,355.41,202.5,91.45,154.87
2009-12-03,112.51,227.29,227.29,430.92,192.92,358.97,354.84,199.09,90.32,155.35
2009-12-04,112.75,228.97,228.97,427.47,196.33,359.21,357.91,196.7,92.89,154.7
2009-12-07,114.74,229.99,229.99,426.16,193.17,358.65,356.18,196.85,90.81,155.83
2009-12-08,113.62,228.22,228.22,418.75,191.45,355.97,353.46,193.48,90.33,155.22
2009-12-09,113.61,227.8,227.8,419.29,192.2,358.1,356.66,196.06,90.28,155.78
2009-12-10,114.45,230.97,230.97,422.97,191.81,362.26,358.24,195.44,90.26,157.6
2009-12-11,115.16,233.33,233.33,423.35,193.14,362.04,357.1,195.72,91.5,160.21
2009-12-14,115.01,235.4,235.4,424.07,194.27,365.32,360.2,198.55,92.96,160.87
2009-12-15,113.44,234.63,234.63,424.43,190.95,365.05,358.28,196.32,91.86,160.27
2009-12-16,113.09,235.02,235.02,426.43,192.23,363.62,359.57,198.31,92.48,159.63
2009-12-17,112.24,232.2,232.2,423.43,188.75,360.21,355.3,193.76,91.82,158.68
2009-12-18,112.49,233.42,233.42,424.6,191.37,361.13,360.85,193.95,92.42,159.39
2009-12-21,113.46,236.35,236.35,429.14,194.2,365.11,364.71,196.21,93.93,159.98
2009-12-22,114.63,236.71,236.71,431.06,194.79,366.39,366.8,197.54,94.98,158.9
2009-12-23,114.83,237.68,237.68,433.11,194.1,366.15,368.95,200.46,96.17,159.14
2009-12-24,115.25,237.95,237.95,435.2,195.77,366.0,372.66,202.03,97.65,160.26
2009-12-28,115.9,237.89,237.89,436.43,195.17,367.52,373.48,202.4,97.83,160.5
2009-12-29,115.85,238.39,238.39,433.48,194.35,366.86,373.11,202.12,96.46,160.32
2009-12-30,115.77,237.4,237.4,433.67,194.5,366.44,374.81,202.34,96.5,160.43
2009-12-31,114.64,235.07,235.07,429.95,193.78,362.22,370.71,199.81,94.18,157.99
2010-01-04,116.42,236.46,236.46,442.08,197.79,367.26,376.46,205.36,93.79,158.33
2010-01-05,116.64,237.62,237.62,445.6,201.15,365.15,376.33,206.43,94.04,156.51
2010-01-06,113.17,237.59,237.59,450.2,202.0,366.89,373.03,209.57,93.84,157.28
2010-01-07,112.21,239.63,239.63,449.2,206.21,368.26,371.6,208.61,94.95,156.43
2010-01-08,111.7,239.6,239.6,451.47,205.09,369.35,374.53,210.75,93.72,156.23
2010-01-11,111.66,239.36,239.36,451.99,205.15,370.88,372.93,210.34,94.21,157.95
2010-01-12,111.21,236.37,236.37,445.74,201.88,368.62,368.66,206.27,92.45,157.36
2010-01-13,110.78,238.55,238.55,447.49,204.24,373.37,372.15,208.15,94.4,158.78
2010-01-14,108.8,238.65,238.65,448.26,205.54,376.41,374.72,206.13,94.04,158.29
2010-01-15,107.26,236.51,236.51,444.78,201.35,374.84,369.97,203.93,92.96,157.27
2010-01-19,108.82,239.29,239.29,448.58,203.64,382.47,375.79,207.16,94.99,159.11
2010-01-20,107.28,236.48,236.48,440.79,203.37,380.45,370.32,204.04,93.5,157.43
2010-01-21,106.52,233.42,233.42,432.0,197.35,372.12,366.61,195.21,90.45,155.21
2010-01-22,105.14,229.1,229.1,422.56,190.93,367.69,352.35,190.8,88.2,151.84
2010-01-25,106.25,229.88,229.88,425.17,191.94,367.53,354.81,192.29,89.09,152.69
2010-01-26,104.96,230.09,230.09,423.12,188.7,365.91,354.81,190.22,88.33,153.26
2010-01-27,105.34,230.9,230.9,420.67,193.07,368.01,357.0,188.72,89.19,152.47
2010-01-28,104.35,229.42,229.42,416.41,192.29,365.51,346.5,185.17,88.59,150.82
2010-01-29,103.95,228.13,228.13,410.57,190.92,363.75,339.38,182.5,88.13,149.93
2010-02-01,104.41,230.65,230.65,422.67,193.98,365.38,344.4,189.19,90.04,151.04
2010-02-02,105.71,234.01,234.01,428.65,196.15,372.38,347.12,189.93,91.72,152.29
2010-02-03,104.85,234.37,234.37,425.41,193.51,368.14,348.13,188.09,90.13,151.14
2010-02-04,102.36,227.68,227.68,408.83,185.48,358.41,338.11,180.87,86.41,147.15
2010-02-05,102.87,226.61,226.61,408.35,187.74,357.61,341.82,184.01,88.34,146.75
2010-02-08,102.08,225.69,225.69,404.65,183.6,356.23,340.02,181.19,86.11,145.12
2010-02-09,103.41,228.87,228.87,412.73,185.62,358.46,343.51,185.73,86.21,146.51
2010-02-10,102.96,227.83,227.83,410.57,187.15,356.5,342.45,184.36,86.25,145.68
2010-02-11,103.44,230.32,230.32,417.06,187.56,358.87,346.34,187.25,86.95,146.45
2010-02-12,102.9,230.29,230.29,414.74,187.02,357.94,346.55,187.1,87.39,145.48
2010-02-16,103.92,234.07,234.07,425.77,191.63,361.08,352.01,191.72,90.17,148.18
2010-02-17,104.25,235.98,235.98,424.3,192.36,364.0,353.34,191.81,90.9,147.8
2010-02-18,104.09,237.44,237.44,426.43,193.44,365.67,356.26,194.05,92.27,148.66
2010-02-19,103.75,238.26,238.26,427.13,194.6,365.08,355.83,194.93,92.71,150.78
2010-02-22,103.48,237.96,237.96,421.51,196.82,364.79,354.84,194.02,92.92,149.79
2010-02-23,102.5,236.63,236.63,415.17,193.31,360.75,349.98,190.67,91.78,148.58
2010-02-24,102.87,239.77,239.77,418.37,196.68,363.48,353.66,190.49,92.59,148.67
2010-02-25,102.43,239.65,239.65,417.62,196.03,363.26,352.81,190.13,93.01,148.24
2010-02-26,102.61,240.22,240.22,418.27,197.43,363.79,353.04,190.2,93.0,147.14
2010-03-01,103.24,244.1,244.1,422.25,198.16,367.26,358.23,193.19,93.66,149.09
2010-03-02,103.15,243.37,243.37,425.58,198.73,368.71,357.45,195.1,93.75,149.78
2010-03-03,103.0,243.43,243.43,426.39,198.83,367.04,357.66,197.09,93.37,149.64
2010-03-04,103.26,245.8,245.8,424.77,200.65,366.18,359.42,197.58,93.93,149.77
2010-03-05,103.32,249.68,249.68,432.46,204.73,370.59,364.46,200.26,96.52,151.42
2010-03-08,104.47,250.56,250.56,431.77,205.04,368.99,365.66,200.0,97.37,151.31
