Date,Communcication_Services,Consumer_Discretionary,Consumer_Staples,Energy,Financials,Health_Care,Information_Technology,Materials,Real_Estate,Utilities
2011-06-28,132.41,313.69,313.69,545.13,201.85,409.34,402.03,239.01,131.95,168.65
2011-06-29,133.23,315.0,315.0,551.14,206.08,409.55,405.06,242.69,133.52,169.4
2011-06-30,134.34,317.89,317.89,559.46,206.87,410.93,410.91,245.93,134.06,170.03
2011-07-01,136.09,324.16,324.16,564.86,210.45,416.15,418.01,248.17,136.55,172.12
2011-07-05,135.81,325.44,325.44,567.43,208.69,414.85,418.66,248.45,137.25,171.1
2011-07-06,134.79,324.49,324.49,566.42,207.54,415.97,420.71,249.35,137.9,171.43
2011-07-07,134.78,328.81,328.81,574.11,210.81,415.68,426.64,253.05,139.71,172.03
2011-07-08,134.36,326.79,326.79,570.15,208.06,414.0,424.64,251.34,139.03,171.44
2011-07-11,132.83,320.37,320.37,558.5,202.22,408.18,417.01,246.18,136.4,169.53
2011-07-12,132.63,319.03,319.03,556.77,201.65,408.39,413.15,245.35,136.9,170.31
2011-07-13,132.47,320.67,320.67,560.58,201.98,409.53,414.24,247.38,135.56,169.91
2011-07-14,131.51,318.23,318.23,557.8,200.42,409.07,410.31,245.14,134.26,169.15
2011-07-15,131.0,318.48,318.48,570.84,199.93,407.11,416.68,247.49,135.77,169.41
2011-07-18,129.95,315.09,315.09,568.3,197.17,403.88,415.33,244.58,134.61,167.81
2011-07-19,130.98,321.33,321.33,577.87,199.85,407.56,426.53,248.0,137.04,169.18
2011-07-20,130.93,319.47,319.47,575.99,202.0,406.12,424.7,247.94,137.72,170.16
2011-07-21,131.52,323.2,323.2,587.34,207.0,412.19,426.95,250.82,139.2,172.78
2011-07-22,130.89,324.49,324.49,590.09,206.45,411.6,431.93,249.73,139.85,171.81
2011-07-25,129.11,322.5,322.5,587.27,204.71,407.19,431.3,249.11,138.12,172.27
2011-07-26,129.31,321.89,321.89,584.29,204.36,403.93,433.1,246.51,138.31,171.64
2011-07-27,128.8,316.2,316.2,573.62,199.6,396.96,420.34,240.83,134.56,171.04
2011-07-28,125.91,314.58,314.58,569.6,199.69,396.39,420.85,240.32,134.44,169.82
2011-07-29,125.38,313.21,313.21,563.02,199.18,394.71,417.35,237.59,134.67,168.15
2011-08-01,126.53,311.42,311.42,562.54,198.52,387.95,416.69,236.77,131.97,168.65
2011-08-02,124.16,300.01,300.01,547.49,193.02,379.01,407.29,229.83,128.16,165.94
2011-08-03,125.38,302.0,302.0,544.4,194.03,379.44,412.33,230.82,127.59,165.74
2011-08-04,121.27,287.37,287.37,507.44,183.98,364.92,393.9,215.5,121.27,160.38
2011-08-05,121.74,287.76,287.76,506.81,180.79,367.78,391.61,215.01,118.93,161.78
2011-08-08,115.22,268.57,268.57,464.88,162.74,348.46,368.97,199.35,108.85,152.93
2011-08-09,120.24,281.54,281.54,486.39,176.1,361.56,385.76,211.13,118.76,157.85
2011-08-10,116.95,269.22,269.22,468.0,163.58,346.38,370.13,204.18,115.22,154.61
2011-08-11,119.89,281.38,281.38,492.2,173.83,362.54,386.67,214.16,121.17,161.14
2011-08-12,119.31,284.72,284.72,495.53,171.75,365.38,388.92,215.5,120.97,160.15
2011-08-15,122.1,288.81,288.81,512.34,177.31,372.08,395.71,218.8,124.86,165.72
2011-08-16,121.76,287.55,287.55,503.65,173.9,371.15,391.64,215.56,124.36,165.22
2011-08-17,123.75,286.7,286.7,505.96,174.95,371.38,388.33,216.1,124.76,166.58
2011-08-18,120.61,272.51,272.51,477.22,166.18,358.96,367.82,203.56,118.95,164.46
2011-08-19,119.04,268.76,268.76,469.33,163.04,357.96,357.71,200.64,116.68,163.2
2011-08-22,120.04,269.64,269.64,466.75,160.97,358.48,360.17,200.58,117.0,163.01
2011-08-23,123.21,279.97,279.97,488.13,166.19,369.76,374.34,207.45,120.04,166.0
2011-08-24,124.85,284.58,284.58,490.24,170.89,374.04,377.17,210.21,121.68,169.29
2011-08-25,122.77,279.04,279.04,479.27,170.11,367.62,371.3,208.16,119.32,166.72
2011-08-26,122.98,284.95,284.95,487.62,171.82,371.9,379.85,212.52,121.2,166.55
2011-08-29,124.5,293.2,293.2,501.57,178.99,381.44,390.4,218.85,124.76,169.78
2011-08-30,125.73,294.36,294.36,503.21,177.67,382.8,391.39,220.68,125.24,169.74
2011-08-31,123.68,296.14,296.14,506.52,179.83,385.31,391.57,221.25,126.79,170.98
2011-09-01,122.47,292.31,292.31,502.12,175.56,382.45,387.33,218.36,125.2,169.94
2011-09-02,121.14,284.25,284.25,489.4,168.53,373.98,377.83,213.12,122.25,167.99
2011-09-06,119.86,283.1,283.1,483.84,165.55,374.92,376.01,211.71,122.05,167.02
2011-09-07,121.24,290.5,290.5,501.5,173.51,384.01,386.31,217.36,126.81,168.68
2011-09-08,120.54,286.6,286.6,495.38,169.56,379.7,384.79,214.78,125.61,168.53
2011-09-09,119.15,278.86,278.86,479.28,164.21,368.58,375.94,207.95,121.52,165.11
2011-09-12,119.92,282.14,282.14,481.82,166.22,369.94,380.66,206.34,121.96,166.51
2011-09-13,121.31,285.44,285.44,483.01,167.27,373.29,385.31,209.63,122.26,167.43
2011-09-14,121.89,290.14,290.14,489.21,169.32,376.82,391.59,212.95,123.1,168.71
2011-09-15,122.98,295.21,295.21,499.0,173.66,380.39,398.52,216.5,125.2,170.97
2011-09-16,124.48,298.15,298.15,498.61,174.0,382.17,402.46,217.28,126.4,172.74
2011-09-19,123.16,298.04,298.04,491.32,169.23,378.75,402.26,214.17,123.67,171.94
2011-09-20,123.77,296.27,296.27,488.29,168.81,382.1,400.84,212.0,123.89,174.26
2011-09-21,121.22,287.33,287.33,468.86,160.47,372.23,395.68,202.46,117.4,171.26
2011-09-22,119.02,277.89,277.89,444.02,155.68,364.34,383.06,191.33,114.35,168.17
2011-09-23,119.86,282.38,282.38,440.57,157.48,365.03,387.05,190.66,115.51,169.81
2011-09-26,121.67,288.52,288.52,456.24,164.43,370.78,392.02,196.57,117.23,171.22
2011-09-27,123.12,290.82,290.82,463.12,165.1,376.19,396.38,200.59,118.01,171.65
2011-09-28,122.35,286.02,286.02,449.2,160.3,369.7,390.81,191.58,115.04,170.08
2011-09-29,123.37,283.58,283.58,455.47,164.85,372.47,389.25,191.62,116.86,172.68
2011-09-30,122.01,275.53,275.53,442.79,159.05,367.73,378.19,184.55,113.25,170.77
2011-10-03,119.8,267.58,267.58,428.25,151.85,356.1,369.66,179.78,108.47,166.81
2011-10-04,120.46,275.89,275.89,441.75,158.08,359.6,377.55,186.35,112.5,166.04
2011-10-05,120.1,280.96,280.96,456.5,159.98,365.39,386.46,194.14,111.89,166.09
2011-10-06,120.77,287.24,287.24,463.77,165.14,369.29,392.99,199.04,114.86,168.77
2011-10-07,120.36,286.74,286.74,458.1,159.08,368.81,390.91,196.0,111.69,169.47
2011-10-10,122.93,296.84,296.84,478.54,167.26,378.06,404.3,204.16,117.49,172.88
2011-10-11,121.68,297.71,297.71,478.77,167.15,376.71,406.86,204.5,115.33,171.05
2011-10-12,122.85,300.86,300.86,482.46,171.61,377.37,409.03,206.5,117.35,170.81
2011-10-13,123.63,300.34,300.34,480.97,167.53,377.14,413.1,205.43,116.12,170.85
2011-10-14,124.32,305.52,305.52,498.17,169.9,380.46,421.88,210.67,119.17,172.32
2011-10-17,123.43,299.64,299.64,489.74,164.22,374.04,414.4,204.14,116.02,171.87
2011-10-18,124.45,305.13,305.13,504.5,172.38,376.99,418.61,209.1,120.28,173.08
2011-10-19,123.74,300.72,300.72,499.85,169.43,375.75,409.38,202.87,118.49,173.26
2011-10-20,123.59,302.05,302.05,503.17,172.49,376.06,407.36,204.79,119.37,174.25
2011-10-21,124.6,310.52,310.52,512.36,176.57,383.09,412.79,210.01,123.47,177.12
2011-10-24,123.51,314.87,314.87,518.25,180.42,388.42,420.8,214.91,126.37,176.39
2011-10-25,121.33,307.84,307.84,507.86,174.87,380.76,413.6,209.51,124.2,174.18
2011-10-26,122.65,306.74,306.74,519.27,178.28,386.24,415.32,213.56,125.7,175.33
2011-10-27,125.74,314.87,314.87,539.32,189.27,394.82,428.31,224.92,131.71,179.06
2011-10-28,126.31,312.81,312.81,541.85,188.86,395.98,429.52,226.53,132.54,177.93
2011-10-31,124.16,308.06,308.06,517.85,181.58,388.33,421.55,217.03,131.06,176.78
2011-11-01,122.15,301.16,301.16,501.74,173.02,380.63,409.57,211.47,126.32,173.3
2011-11-02,123.72,304.6,304.6,516.05,177.88,382.99,414.19,216.16,128.76,176.16
2011-11-03,125.74,308.54,308.54,528.9,181.19,387.54,424.25,220.62,130.34,178.2
2011-11-04,124.75,307.5,307.5,528.15,178.65,384.41,421.91,220.34,128.58,177.23
2011-11-07,125.78,308.89,308.89,531.96,179.44,388.9,424.66,222.0,129.02,178.35
2011-11-08,126.18,312.26,312.26,539.15,182.9,392.54,429.56,224.47,130.56,179.2
2011-11-09,123.75,300.94,300.94,516.19,172.95,381.65,413.94,213.82,124.37,175.29
2011-11-10,124.9,303.73,303.73,525.25,173.91,386.85,414.31,215.82,124.53,176.39
2011-11-11,126.12,311.37,311.37,534.89,177.77,393.38,423.07,220.91,127.88,178.81
2011-11-14,124.77,309.21,309.21,528.4,174.16,390.74,420.38,218.95,124.99,176.72
2011-11-15,125.34,310.31,310.31,527.6,174.89,391.46,425.85,219.16,126.28,177.03
2011-11-16,123.34,304.32,304.32,519.55,170.54,384.58,419.56,213.99,124.45,174.73
2011-11-17,122.71,299.24,299.24,508.53,166.97,380.17,410.22,207.77,121.98,173.7
2011-11-18,122.45,298.85,298.85,506.09,167.87,379.39,407.47,208.63,123.09,174.8
2011-11-21,121.17,294.24,294.24,497.56,163.63,372.12,399.6,205.21,119.79,172.73
2011-11-22,120.65,294.06,294.06,492.81,162.12,372.96,399.01,203.68,119.22,170.54
2011-11-23,118.11,287.84,287.84,478.52,157.44,367.24,389.43,198.03,116.06,167.93
2011-11-25,117.82,286.72,286.72,474.51,158.13,365.52,386.87,197.2,116.79,168.7
2011-11-28,120.33,295.42,295.42,491.48,162.79,375.45,400.53,204.36,119.17,170.91
2011-11-29,121.19,295.93,295.93,498.99,161.82,377.06,397.8,204.74,119.0,172.82
2011-11-30,125.14,305.39,305.39,526.41,172.46,391.14,413.67,216.84,125.15,177.59
2011-12-01,124.64,305.46,305.46,522.76,170.82,391.47,416.08,215.51,123.65,177.18
2011-12-02,124.6,307.8,307.8,522.32,173.14,386.59,415.47,213.91,123.58,175.34
2011-12-05,125.51,310.45,310.45,528.47,176.79,387.25,420.52,216.03,124.23,176.77
2011-12-06,125.88,309.8,309.8,528.85,176.64,389.05,420.37,217.66,124.15,177.16
2011-12-07,126.14,311.28,311.28,525.03,178.73,391.41,420.79,217.81,125.51,176.62
2011-12-08,123.92,304.94,304.94,511.58,172.1,384.53,414.48,211.27,122.61,174.02
2011-12-09,125.1,309.8,309.8,522.91,176.04,389.84,421.06,213.67,125.31,176.45
2011-12-12,124.76,308.87,308.87,510.61,171.49,385.32,414.93,208.95,122.62,174.76
2011-12-13,124.65,302.78,302.78,507.98,168.96,384.75,411.13,205.38,121.36,175.71
2011-12-14,123.86,299.19,299.19,494.18,168.45,383.91,404.03,202.96,122.16,174.29
2011-12-15,124.13,299.72,299.72,493.02,168.45,388.24,402.68,204.25,123.81,176.64
2011-12-16,124.69,300.11,300.11,497.4,169.32,388.29,403.63,205.68,124.77,176.09
2011-12-19,123.77,296.44,296.44,489.2,165.37,387.11,399.23,201.79,123.35,174.68
2011-12-20,126.1,304.75,304.75,508.52,171.7,395.22,411.46,209.7,127.6,178.36
2011-12-21,126.64,305.79,305.79,514.42,172.7,398.14,403.44,210.34,127.94,181.0
2011-12-22,127.68,306.7,306.7,520.29,176.24,400.49,407.44,212.27,129.94,181.15
2011-12-23,128.89,310.1,310.1,524.47,177.55,403.68,411.76,214.31,130.61,182.4
2011-12-27,129.33,310.71,310.71,525.49,176.34,404.12,412.3,214.29,131.27,183.83
2011-12-28,128.46,307.01,307.01,515.62,173.53,399.33,407.99,209.48,129.49,182.73
2011-12-29,129.57,310.27,310.27,521.62,176.33,403.13,411.77,211.78,130.75,184.18
2011-12-30,129.82,308.58,308.58,520.81,175.23,401.9,409.93,211.71,130.15,182.98
2012-01-03,129.91,311.47,311.47,534.38,180.06,407.47,416.83,217.95,130.97,179.86
2012-01-04,129.19,313.71,313.71,535.16,179.12,405.21,417.91,219.26,128.75,178.88
2012-01-05,128.54,315.99,315.99,531.91,181.61,406.11,420.04,219.99,129.94,179.14
2012-01-06,126.28,316.53,316.53,529.04,180.58,406.4,420.5,219.81,129.31,178.12
2012-01-09,126.22,316.51,316.51,532.06,181.49,407.3,419.42,220.31,129.02,178.45
2012-01-10,126.78,318.45,318.45,535.89,185.06,410.85,421.34,224.23,130.83,178.69
2012-01-11,127.7,318.83,318.83,528.84,186.88,410.79,422.2,226.49,131.93,177.95
2012-01-12,128.07,319.82,319.82,524.36,187.67,411.66,423.86,229.9,131.14,177.6
2012-01-13,127.96,318.87,318.87,522.47,186.16,410.02,420.84,228.45,131.63,177.35
2012-01-17,128.48,320.35,320.35,526.3,184.71,412.75,423.64,229.71,132.52,177.4
2012-01-18,128.92,325.35,325.35,534.25,187.79,414.83,430.55,232.31,133.34,177.35
2012-01-19,129.11,328.39,328.39,536.43,189.42,414.89,433.45,232.3,134.09,175.86
2012-01-20,129.31,325.88,325.88,537.0,190.73,415.08,434.49,231.6,134.4,176.29
2012-01-23,128.3,325.2,325.2,540.54,191.26,413.07,436.14,231.47,134.89,176.76
2012-01-24,126.6,326.35,326.35,539.1,190.88,413.34,436.58,231.54,135.8,175.36
2012-01-25,126.99,328.47,328.47,544.78,191.34,416.12,440.86,235.23,137.55,178.24
2012-01-26,124.61,328.2,328.2,537.56,189.62,414.34,438.17,234.82,138.32,178.79
2012-01-27,123.74,327.47,327.47,535.34,190.31,414.42,438.73,235.07,138.6,176.39
2012-01-30,124.49,326.91,326.91,533.06,188.4,413.97,440.19,235.03,137.19,175.52
2012-01-31,124.71,326.65,326.65,528.53,189.19,413.82,441.01,235.12,138.09,176.28
2012-02-01,125.59,327.66,327.66,530.95,192.31,417.81,445.11,237.58,138.87,176.95
2012-02-02,125.71,327.36,327.36,533.51,193.19,416.1,446.23,236.45,139.01,176.37
2012-02-03,126.66,333.89,333.89,543.29,198.36,418.36,452.47,239.7,141.03,176.79
2012-02-06,127.08,333.42,333.42,549.34,197.41,416.64,452.57,238.56,140.31,176.13
2012-02-07,127.09,334.78,334.78,552.03,197.23,417.84,453.97,237.89,140.22,177.34
2012-02-08,127.07,335.58,335.58,549.01,198.75,417.32,456.94,238.36,140.44,177.29
2012-02-09,126.99,336.2,336.2,548.72,197.98,415.5,461.37,238.69,139.48,176.87
2012-02-10,126.24,334.61,334.61,542.98,196.0,414.31,458.27,234.5,138.15,176.64
2012-02-13,127.28,337.05,337.05,547.41,197.86,416.86,460.95,234.97,139.69,176.1
2012-02-14,127.17,336.75,336.75,548.53,195.77,418.2,461.96,232.03,137.99,176.4
2012-02-15,126.52,335.08,335.08,546.77,194.63,417.25,459.07,232.03,137.2,175.35
2012-02-16,127.35,336.86,336.86,553.53,197.74,420.01,466.26,235.93,138.46,177.34
2012-02-17,128.14,339.68,339.68,555.03,199.01,418.44,465.96,236.33,138.53,177.11
2012-02-21,128.87,338.62,338.62,559.62,198.78,415.71,467.93,237.64,136.76,176.67
2012-02-22,128.25,337.33,337.33,560.74,196.25,415.78,465.86,237.0,135.71,176.98
2012-02-23,129.08,339.04,339.04,563.49,198.14,416.01,468.0,237.31,137.36,176.63
2012-02-24,128.96,338.82,338.82,565.66,197.26,417.56,470.6,237.29,137.49,177.47
2012-02-27,129.07,339.75,339.75,563.98,198.96,417.95,471.1,237.52,137.27,177.13
2012-02-28,129.49,342.12,342.12,563.14,199.27,420.06,475.17,237.98,136.05,176.47
2012-02-29,129.35,341.38,341.38,557.36,198.35,417.92,472.79,233.84,135.74,176.27
2012-03-01,129.77,343.86,343.86,562.47,200.81,419.79,475.85,236.41,136.61,176.65
2012-03-02,130.36,343.47,343.47,556.19,199.94,419.05,474.94,235.62,136.64,176.67
2012-03-05,130.7,343.21,343.21,554.41,199.09,418.35,470.36,231.85,137.52,177.0
2012-03-06,129.6,338.07,338.07,545.37,194.19,412.49,465.23,226.85,135.46,176.16
2012-03-07,130.27,341.34,341.34,548.83,196.72,413.95,468.44,227.67,136.11,176.11
2012-03-08,131.14,344.88,344.88,551.56,198.66,419.02,473.63,231.41,135.73,176.72
2012-03-09,131.78,346.75,346.75,550.8,200.22,420.76,475.48,231.52,136.47,177.56
2012-03-12,132.46,345.86,345.86,549.18,199.6,420.49,476.24,230.14,137.33,179.52
2012-03-13,133.27,351.14,351.14,556.16,207.42,426.33,485.95,234.03,140.26,179.86
2012-03-14,132.59,350.9,350.9,550.59,207.46,426.25,489.0,232.96,140.02,177.31
2012-03-15,133.15,352.17,352.17,551.31,211.35,427.03,490.37,234.72,140.12,177.15
2012-03-16,133.14,350.9,350.9,557.69,211.96,426.74,490.43,235.51,140.85,176.68
2012-03-19,133.31,352.54,352.54,560.98,213.23,426.84,494.26,236.66,142.07,175.8
2012-03-20,133.5,353.14,353.14,552.97,214.01,424.91,493.62,235.34,141.56,176.0
2012-03-21,133.93,353.56,353.56,547.21,213.08,424.41,493.25,235.29,141.18,175.72
2012-03-22,133.32,352.78,352.78,535.84,210.15,423.26,491.88,231.65,139.41,175.8
2012-03-23,132.58,353.19,353.19,541.01,211.99,424.24,491.77,233.91,140.07,175.82
2012-03-26,133.31,358.91,358.91,545.95,215.37,431.5,500.12,237.14,141.32,177.17
2012-03-27,132.14,358.17,358.17,540.83,213.26,432.73,500.66,236.65,141.28,177.93
2012-03-28,130.86,355.12,355.12,534.19,214.0,431.57,499.48,233.05,140.77,176.44
2012-03-29,130.52,355.1,355.1,534.42,211.71,432.53,498.34,233.18,140.74,177.1
2012-03-30,130.65,356.55,356.55,538.43,212.84,435.76,496.57,234.14,142.09,178.07
2012-04-02,131.51,357.55,357.55,543.41,214.51,437.42,502.11,237.38,142.98,178.81
2012-04-03,131.38,357.27,357.27,538.06,213.1,437.31,501.58,235.32,142.08,178.9
2012-04-04,131.42,353.57,353.57,531.52,209.63,434.21,494.6,232.06,140.41,178.63
2012-04-05,129.28,356.03,356.03,528.72,209.18,434.41,496.82,230.77,139.97,177.31
2012-04-09,128.19,352.54,352.54,521.99,205.81,428.74,493.44,227.25,138.37,176.34
2012-04-10,126.08,343.95,343.95,511.89,201.43,423.85,486.45,222.5,135.53,174.0
2012-04-11,127.71,348.55,348.55,512.0,204.63,425.09,488.56,224.6,137.5,174.36
2012-04-12,128.92,353.27,353.27,522.64,208.64,427.5,495.04,230.86,139.65,175.02
2012-04-13,127.65,352.29,352.29,514.39,203.38,423.39,486.9,228.31,138.51,174.32
2012-04-16,127.84,350.99,350.99,513.04,205.23,423.46,481.18,229.09,140.53,176.04
2012-04-17,129.13,354.82,354.82,522.04,208.1,429.5,492.24,232.56,141.82,177.17
2012-04-18,128.53,355.35,355.35,521.01,206.37,428.41,488.34,231.76,140.77,176.67
2012-04-19,128.79,352.31,352.31,519.53,205.45,429.18,482.13,231.05,140.68,176.14
2012-04-20,129.64,352.97,352.97,519.06,204.4,431.43,479.54,231.22,142.3,177.96
2012-04-23,128.78,349.14,349.14,518.5,202.83,428.07,475.97,227.98,140.34,176.94
2012-04-24,132.37,347.94,347.94,522.32,205.14,429.67,473.12,227.92,142.62,178.32
2012-04-25,132.49,353.84,353.84,526.88,207.07,434.18,488.16,233.09,144.28,179.22
2012-04-26,134.67,358.01,358.01,530.77,208.79,433.86,491.25,232.64,144.65,180.32
2012-04-27,135.3,362.73,362.73,530.49,208.73,434.58,491.22,233.48,145.65,180.92
2012-04-30,136.12,360.96,360.96,533.15,207.53,434.26,487.02,231.75,145.52,181.23
2012-05-01,136.79,362.88,362.88,540.68,209.9,435.55,488.12,233.0,146.95,182.1
2012-05-02,136.75,364.84,364.84,532.0,207.89,435.09,488.73,231.63,146.68,181.03
2012-05-03,136.82,362.23,362.23,524.11,206.12,433.42,483.64,229.08,145.84,180.03
2012-05-04,135.55,355.06,355.06,512.76,202.74,427.83,472.8,225.32,144.36,180.31
2012-05-07,136.15,354.97,354.97,511.65,204.13,428.66,471.37,225.34,145.61,179.87
2012-05-08,135.92,350.55,350.55,509.77,202.72,429.29,469.11,224.18,145.26,180.2
2012-05-09,135.23,348.92,348.92,506.16,200.39,425.25,468.75,222.4,144.59,180.07
2012-05-10,136.4,350.34,350.34,508.03,201.5,428.56,465.22,221.74,144.8,182.01
2012-05-11,138.05,349.85,349.85,504.42,199.1,427.94,464.71,220.88,145.2,181.93
2012-05-14,137.31,344.81,344.81,496.59,194.95,426.11,460.36,217.75,143.36,181.41
2012-05-15,136.8,344.03,344.03,489.22,193.86,423.86,458.22,214.42,142.67,180.39
2012-05-16,136.23,343.74,343.74,486.95,191.05,424.65,454.48,211.92,140.61,180.31
2012-05-17,136.75,334.31,334.31,483.63,187.03,420.5,446.76,207.5,136.91,179.22
2012-05-18,137.68,332.31,332.31,480.27,185.1,417.06,441.33,206.38,135.57,179.1
2012-05-21,137.62,337.64,337.64,490.45,186.91,421.0,453.79,212.61,138.77,179.43
2012-05-22,137.47,338.71,338.71,488.87,188.21,420.27,452.4,211.26,138.87,180.51
2012-05-23,137.15,340.7,340.7,490.77,188.96,417.71,453.22,213.56,139.26,179.34
2012-05-24,137.95,342.37,342.37,490.48,189.14,421.02,449.33,215.32,139.83,180.32
2012-05-25,138.31,341.97,341.97,488.9,188.42,420.48,448.58,214.35,139.24,180.7
2012-05-29,139.37,346.43,346.43,495.38,191.06,421.99,454.92,218.0,141.37,181.42
2012-05-30,138.61,340.89,340.89,480.65,186.84,418.88,451.58,214.26,138.02,179.93
2012-05-31,139.66,339.78,339.78,476.51,188.19,417.36,448.8,213.23,138.98,181.0
2012-06-01,137.58,329.22,329.22,466.44,181.21,409.97,436.56,208.96,135.13,180.28
2012-06-04,138.59,330.82,330.82,466.27,179.47,411.38,438.59,209.22,134.43,180.93
2012-06-05,138.31,332.05,332.05,469.09,182.46,413.52,441.59,210.8,136.78,181.6
2012-06-06,140.19,339.6,339.6,483.84,187.87,419.22,452.91,216.13,140.0,183.84
2012-06-07,139.21,339.16,339.16,484.71,187.43,419.33,451.0,216.54,139.37,185.13
2012-06-08,141.36,342.2,342.2,484.73,189.75,422.44,455.24,218.12,141.18,185.81
2012-06-11,141.49,336.87,336.87,479.07,186.11,418.75,447.39,214.14,138.44,185.36
2012-06-12,142.92,340.82,340.82,485.27,189.2,422.37,452.47,218.01,139.87,185.76
2012-06-13,143.01,335.6,335.6,479.96,188.32,421.76,449.14,214.76,138.95,185.63
2012-06-14,145.67,340.25,340.25,487.97,190.69,427.49,450.29,216.34,140.86,187.14
2012-06-15,145.76,343.53,343.53,496.71,193.35,430.12,456.65,219.11,141.86,187.96
2012-06-18,146.05,345.87,345.87,492.54,192.24,432.11,459.26,220.11,142.97,188.63
2012-06-19,145.74,349.09,349.09,499.52,195.54,436.29,463.82,224.4,143.62,188.27
2012-06-20,145.06,348.8,348.8,498.0,195.95,435.27,464.89,223.31,143.46,186.2
2012-06-21,144.07,341.02,341.02,478.12,191.46,429.17,452.6,215.98,140.88,184.26
2012-06-22,145.26,342.68,342.68,480.17,193.19,433.65,458.1,216.88,140.91,184.48
2012-06-25,144.04,337.4,337.4,471.13,189.19,428.42,447.92,214.29,140.1,183.9
2012-06-26,144.44,341.36,341.36,476.38,190.27,429.69,449.13,214.55,140.99,184.39
2012-06-27,144.9,341.16,341.16,485.34,192.61,434.22,452.12,216.48,141.72,186.36
2012-06-28,145.7,339.52,339.52,488.25,192.32,432.76,447.26,216.62,143.01,186.76
2012-06-29,147.14,345.81,345.81,503.27,197.37,440.76,462.02,222.94,146.68,187.8
2012-07-02,149.27,347.2,347.2,503.13,198.44,442.09,463.25,221.99,148.08,189.14
2012-07-03,149.0,346.77,346.77,514.04,199.31,441.69,467.38,225.03,148.8,188.6
2012-07-05,148.12,347.54,347.54,506.99,196.37,439.24,468.14,224.69,147.58,187.64
2012-07-06,146.84,346.17,346.17,501.52,194.92,436.09,459.76,222.07,147.89,186.96
2012-07-09,147.38,344.32,344.32,498.67,194.55,438.84,458.55,220.5,148.37,186.38
2012-07-10,147.02,342.39,342.39,491.77,193.12,436.16,453.21,217.3,146.25,186.81
2012-07-11,147.03,340.52,340.52,498.59,194.71,435.67,450.44,216.64,147.13,187.83
2012-07-12,145.92,339.31,339.31,496.49,192.74,436.67,445.66,215.43,147.57,187.9
2012-07-13,147.92,344.76,344.76,505.18,198.07,441.73,452.09,219.22,149.78,189.8
2012-07-16,148.29,342.77,342.77,506.67,197.46,442.29,450.97,218.41,150.13,189.45
2012-07-17,150.06,346.15,346.15,512.57,198.97,448.15,451.95,221.09,151.6,189.97
2012-07-18,150.72,347.84,347.84,516.82,197.83,449.04,460.67,222.34,150.23,190.72
2012-07-19,147.96,350.36,350.36,517.78,196.43,448.91,466.92,224.93,149.28,190.98
2012-07-20,147.37,345.87,345.87,518.11,193.42,442.63,460.7,223.27,148.39,191.35
2012-07-23,147.12,341.24,341.24,513.11,191.94,437.99,456.35,219.92,147.37,189.99
2012-07-24,144.54,338.75,338.75,505.94,191.31,433.08,452.13,216.6,146.83,188.35
2012-07-25,145.75,337.53,337.53,506.64,191.97,434.7,448.53,216.48,146.69,188.13
2012-07-26,150.12,343.36,343.36,520.18,195.0,439.21,454.98,217.77,148.35,191.28
2012-07-27,153.04,350.0,350.0,528.23,198.88,449.99,464.94,221.42,150.39,193.34
2012-07-30,154.03,348.78,348.78,529.55,198.19,447.71,465.04,221.38,150.62,194.17
2012-07-31,155.2,344.64,344.64,523.7,197.44,444.87,466.41,219.97,150.42,192.51
2012-08-01,154.95,342.81,342.81,526.23,196.56,444.42,464.72,219.89,150.15,191.17
2012-08-02,153.96,343.54,343.54,517.51,194.8,440.19,462.49,217.21,150.27,189.77
2012-08-03,153.94,350.35,350.35,529.72,199.79,445.67,472.01,221.28,151.63,191.94
2012-08-06,154.34,351.58,351.58,530.48,200.09,445.41,475.4,223.66,151.06,191.33
2012-08-07,153.75,354.8,354.8,537.5,201.17,444.81,479.44,226.04,149.21,189.52
2012-08-08,153.77,353.23,353.23,538.4,200.96,446.23,479.69,226.43,147.83,189.56
2012-08-09,153.73,352.85,352.85,540.36,200.83,445.91,481.04,227.57,147.27,189.66
2012-08-10,154.88,352.93,352.93,542.1,200.96,447.92,481.92,227.54,147.55,190.28
2012-08-13,154.51,352.82,352.82,539.38,200.96,446.34,483.32,225.82,147.47,189.47
2012-08-14,154.23,353.41,353.41,538.87,200.84,447.62,482.05,224.66,147.44,189.44
2012-08-15,154.21,354.72,354.72,537.29,201.49,448.85,482.53,225.28,147.88,188.39
2012-08-16,153.98,357.64,357.64,542.49,202.84,447.47,489.97,228.45,149.06,187.72
2012-08-17,153.85,359.28,359.28,541.32,203.42,445.03,493.22,228.16,149.2,187.45
2012-08-20,152.61,357.56,357.56,539.98,203.98,446.14,494.71,227.95,148.69,187.63
2012-08-21,151.05,356.94,356.94,538.01,204.47,444.69,491.56,227.9,148.57,186.36
2012-08-22,150.44,357.88,357.88,539.45,204.17,444.73,492.83,230.12,148.47,185.98
2012-08-23,149.91,355.59,355.59,534.14,202.17,444.16,488.1,226.28,147.26,184.03
2012-08-24,152.1,358.38,358.38,537.64,203.42,447.81,490.27,225.95,147.97,184.92
2012-08-27,151.34,357.85,357.85,537.0,203.27,447.8,491.29,224.51,148.43,185.25
2012-08-28,150.81,358.37,358.37,537.93,202.95,447.11,490.61,223.96,148.67,184.87
